Date,NDVI
1/1/2019,0.241233333
1/2/2019,0.242536458
1/3/2019,0.243839583
1/4/2019,0.245142708
1/5/2019,0.246445833
1/6/2019,0.247748958
1/7/2019,0.249052083
1/8/2019,0.250355208
1/9/2019,0.251658333
1/10/2019,0.252961458
1/11/2019,0.254264583
1/12/2019,0.255567708
1/13/2019,0.256870833
1/14/2019,0.258173958
1/15/2019,0.259477083
1/16/2019,0.260780208
1/17/2019,0.262083333
1/18/2019,0.26283375
1/19/2019,0.263584167
1/20/2019,0.264334583
1/21/2019,0.265085
1/22/2019,0.265835417
1/23/2019,0.266585833
1/24/2019,0.26733625
1/25/2019,0.268086667
1/26/2019,0.268837083
1/27/2019,0.2695875
1/28/2019,0.270337917
1/29/2019,0.271088333
1/30/2019,0.27183875
1/31/2019,0.272589167
2/1/2019,0.273339583
2/2/2019,0.27409
2/3/2019,0.274705
2/4/2019,0.27532
2/5/2019,0.275935
2/6/2019,0.27655
2/7/2019,0.277165
2/8/2019,0.27778
2/9/2019,0.278395
2/10/2019,0.27901
2/11/2019,0.279625
2/12/2019,0.28024
2/13/2019,0.280855
2/14/2019,0.28147
2/15/2019,0.282085
2/16/2019,0.2827
2/17/2019,0.283315
2/18/2019,0.28393
2/19/2019,0.293131097
2/20/2019,0.302332194
2/21/2019,0.311533291
2/22/2019,0.320734388
2/23/2019,0.329935485
2/24/2019,0.339136582
2/25/2019,0.348337679
2/26/2019,0.357538776
2/27/2019,0.366739873
2/28/2019,0.37594097
3/1/2019,0.385142067
3/2/2019,0.394343164
3/3/2019,0.403544261
3/4/2019,0.412745358
3/5/2019,0.421946455
3/6/2019,0.431147552
3/7/2019,0.430027841
3/8/2019,0.428908129
3/9/2019,0.427788418
3/10/2019,0.426668706
3/11/2019,0.425548995
3/12/2019,0.424429283
3/13/2019,0.423309572
3/14/2019,0.42218986
3/15/2019,0.421070149
3/16/2019,0.419950437
3/17/2019,0.418830726
3/18/2019,0.417711014
3/19/2019,0.416591302
3/20/2019,0.415471591
3/21/2019,0.414351879
3/22/2019,0.413232168
3/23/2019,0.40904408
3/24/2019,0.404855993
3/25/2019,0.400667905
3/26/2019,0.396479818
3/27/2019,0.39229173
3/28/2019,0.388103643
3/29/2019,0.383915555
3/30/2019,0.379727468
3/31/2019,0.37553938
4/1/2019,0.371351293
4/2/2019,0.367163205
4/3/2019,0.362975118
4/4/2019,0.35878703
4/5/2019,0.354598943
4/6/2019,0.350410855
4/7/2019,0.346222768
4/8/2019,0.343056456
4/9/2019,0.339890144
4/10/2019,0.336723832
4/11/2019,0.33355752
4/12/2019,0.330391208
4/13/2019,0.327224896
4/14/2019,0.324058584
4/15/2019,0.320892272
4/16/2019,0.31772596
4/17/2019,0.314559648
4/18/2019,0.311393336
4/19/2019,0.308227024
4/20/2019,0.305060712
4/21/2019,0.3018944
4/22/2019,0.298728088
4/23/2019,0.295561776
4/24/2019,0.297444928
4/25/2019,0.29932808
4/26/2019,0.301211231
4/27/2019,0.303094383
4/28/2019,0.304977535
4/29/2019,0.306860687
4/30/2019,0.308743838
5/1/2019,0.31062699
5/2/2019,0.312510142
5/3/2019,0.314393294
5/4/2019,0.316276445
5/5/2019,0.318159597
5/6/2019,0.320042749
5/7/2019,0.321925901
5/8/2019,0.323809053
5/9/2019,0.325692204
5/10/2019,0.321192012
5/11/2019,0.316691819
5/12/2019,0.312191626
5/13/2019,0.307691434
5/14/2019,0.303191241
5/15/2019,0.298691048
5/16/2019,0.294190856
5/17/2019,0.289690663
5/18/2019,0.28519047
5/19/2019,0.280690278
5/20/2019,0.276190085
5/21/2019,0.271689892
5/22/2019,0.2671897
5/23/2019,0.262689507
5/24/2019,0.258189315
5/25/2019,0.253689122
5/26/2019,0.256446446
5/27/2019,0.25920377
5/28/2019,0.261961094
5/29/2019,0.264718419
5/30/2019,0.267475743
5/31/2019,0.270233067
6/1/2019,0.272990391
6/2/2019,0.275747716
6/3/2019,0.27850504
6/4/2019,0.281262364
6/5/2019,0.284019688
6/6/2019,0.286777012
6/7/2019,0.289534337
6/8/2019,0.292291661
6/9/2019,0.295048985
6/10/2019,0.297806309
6/11/2019,0.296779818
6/12/2019,0.295753326
6/13/2019,0.294726835
6/14/2019,0.293700343
6/15/2019,0.292673852
6/16/2019,0.29164736
6/17/2019,0.290620869
6/18/2019,0.289594377
6/19/2019,0.288567886
6/20/2019,0.287541394
6/21/2019,0.286514903
6/22/2019,0.285488411
6/23/2019,0.28446192
6/24/2019,0.283435428
6/25/2019,0.282408937
6/26/2019,0.281382445
6/27/2019,0.281610892
6/28/2019,0.28183934
6/29/2019,0.282067787
6/30/2019,0.282296234
7/1/2019,0.282524682
7/2/2019,0.282753129
7/3/2019,0.282981576
7/4/2019,0.283210024
7/5/2019,0.283438471
7/6/2019,0.283666918
7/7/2019,0.283895366
7/8/2019,0.284123813
7/9/2019,0.28435226
7/10/2019,0.284580708
7/11/2019,0.284809155
7/12/2019,0.285037602
7/13/2019,0.280447122
7/14/2019,0.275856642
7/15/2019,0.271266161
7/16/2019,0.266675681
7/17/2019,0.262085201
7/18/2019,0.257494721
7/19/2019,0.25290424
7/20/2019,0.24831376
7/21/2019,0.24372328
7/22/2019,0.2391328
7/23/2019,0.234542319
7/24/2019,0.229951839
7/25/2019,0.225361359
7/26/2019,0.220770879
7/27/2019,0.216180399
7/28/2019,0.211589918
7/29/2019,0.216863625
7/30/2019,0.222137332
7/31/2019,0.227411039
8/1/2019,0.232684746
8/2/2019,0.237958453
8/3/2019,0.24323216
8/4/2019,0.248505867
8/5/2019,0.253779575
8/6/2019,0.259053282
8/7/2019,0.264326989
8/8/2019,0.269600696
8/9/2019,0.274874403
8/10/2019,0.28014811
8/11/2019,0.285421817
8/12/2019,0.290695524
8/13/2019,0.295969231
8/14/2019,0.292453726
8/15/2019,0.288938221
8/16/2019,0.285422716
8/17/2019,0.281907212
8/18/2019,0.278391707
8/19/2019,0.274876202
8/20/2019,0.271360697
8/21/2019,0.267845192
8/22/2019,0.264329688
8/23/2019,0.260814183
8/24/2019,0.257298678
8/25/2019,0.253783173
8/26/2019,0.250267668
8/27/2019,0.246752163
8/28/2019,0.243236659
8/29/2019,0.239721154
8/30/2019,0.24746142
8/31/2019,0.255201687
9/1/2019,0.262941954
9/2/2019,0.27068222
9/3/2019,0.278422487
9/4/2019,0.286162753
9/5/2019,0.29390302
9/6/2019,0.301643286
9/7/2019,0.309383553
9/8/2019,0.317123819
9/9/2019,0.324864086
9/10/2019,0.332604353
9/11/2019,0.340344619
9/12/2019,0.348084886
9/13/2019,0.355825152
9/14/2019,0.363565419
9/15/2019,0.362060359
9/16/2019,0.360555298
9/17/2019,0.359050238
9/18/2019,0.357545178
9/19/2019,0.356040118
9/20/2019,0.354535058
9/21/2019,0.353029998
9/22/2019,0.351524937
9/23/2019,0.350019877
9/24/2019,0.348514817
9/25/2019,0.347009757
9/26/2019,0.345504697
9/27/2019,0.343999636
9/28/2019,0.342494576
9/29/2019,0.340989516
9/30/2019,0.339484456
10/1/2019,0.34741104
10/2/2019,0.355337623
10/3/2019,0.363264207
10/4/2019,0.37119079
10/5/2019,0.379117374
10/6/2019,0.387043958
10/7/2019,0.394970541
10/8/2019,0.402897125
10/9/2019,0.410823709
10/10/2019,0.418750292
10/11/2019,0.426676876
10/12/2019,0.434603459
10/13/2019,0.442530043
10/14/2019,0.450456627
10/15/2019,0.45838321
10/16/2019,0.466309794
10/17/2019,0.463034782
10/18/2019,0.459759769
10/19/2019,0.456484757
10/20/2019,0.453209745
10/21/2019,0.449934733
10/22/2019,0.44665972
10/23/2019,0.443384708
10/24/2019,0.440109696
10/25/2019,0.436834684
10/26/2019,0.433559672
10/27/2019,0.430284659
10/28/2019,0.427009647
10/29/2019,0.423734635
10/30/2019,0.420459623
10/31/2019,0.41718461
11/1/2019,0.413909598
11/2/2019,0.40917753
11/3/2019,0.404445461
11/4/2019,0.399713393
11/5/2019,0.394981325
11/6/2019,0.390249256
11/7/2019,0.385517188
11/8/2019,0.380785119
11/9/2019,0.376053051
11/10/2019,0.371320982
11/11/2019,0.366588914
11/12/2019,0.361856846
11/13/2019,0.357124777
11/14/2019,0.352392709
11/15/2019,0.34766064
11/16/2019,0.342928572
11/17/2019,0.338196503
11/18/2019,0.342958285
11/19/2019,0.347720066
11/20/2019,0.352481847
11/21/2019,0.357243628
11/22/2019,0.362005409
11/23/2019,0.36676719
11/24/2019,0.371528971
11/25/2019,0.376290752
11/26/2019,0.381052533
11/27/2019,0.385814314
11/28/2019,0.390576095
11/29/2019,0.395337876
11/30/2019,0.400099657
12/1/2019,0.404861438
12/2/2019,0.409623219
12/3/2019,0.414385
12/4/2019,0.413016782
12/5/2019,0.411648563
12/6/2019,0.410280345
12/7/2019,0.408912127
12/8/2019,0.407543908
12/9/2019,0.40617569
12/10/2019,0.404807472
12/11/2019,0.403439253
12/12/2019,0.402071035
12/13/2019,0.400702817
12/14/2019,0.399334598
12/15/2019,0.39796638
12/16/2019,0.396598162
12/17/2019,0.395229943
12/18/2019,0.393861725
12/19/2019,0.392493506
12/20/2019,0.396997685
12/21/2019,0.401501863
12/22/2019,0.406006042
12/23/2019,0.41051022
12/24/2019,0.415014399
12/25/2019,0.419518577
12/26/2019,0.424022756
12/27/2019,0.428526934
12/28/2019,0.433031112
12/29/2019,0.437535291
12/30/2019,0.442039469
12/31/2019,0.446543648
1/1/2020,0.451047826
1/2/2020,0.45215118
1/3/2020,0.453254533
1/4/2020,0.454357886
1/5/2020,0.45546124
1/6/2020,0.456564593
1/7/2020,0.457667947
1/8/2020,0.4587713
1/9/2020,0.459874654
1/10/2020,0.460978007
1/11/2020,0.462081361
1/12/2020,0.463184714
1/13/2020,0.464288068
1/14/2020,0.465391421
1/15/2020,0.466494775
1/16/2020,0.467598128
1/17/2020,0.468701481
1/18/2020,0.461329112
1/19/2020,0.453956743
1/20/2020,0.446584373
1/21/2020,0.439212004
1/22/2020,0.431839634
1/23/2020,0.424467265
1/24/2020,0.417094895
1/25/2020,0.409722526
1/26/2020,0.402350156
1/27/2020,0.394977787
1/28/2020,0.387605418
1/29/2020,0.380233048
1/30/2020,0.372860679
1/31/2020,0.365488309
2/1/2020,0.35811594
2/2/2020,0.35074357
2/3/2020,0.34910565
2/4/2020,0.34746773
2/5/2020,0.34582981
2/6/2020,0.34419189
2/7/2020,0.342553971
2/8/2020,0.340916051
2/9/2020,0.339278131
2/10/2020,0.337640211
2/11/2020,0.336002291
2/12/2020,0.334364371
2/13/2020,0.332726451
2/14/2020,0.331088531
2/15/2020,0.329450611
2/16/2020,0.327812691
2/17/2020,0.326174771
2/18/2020,0.324536851
2/19/2020,0.320032985
2/20/2020,0.31552912
2/21/2020,0.311025254
2/22/2020,0.306521388
2/23/2020,0.302017523
2/24/2020,0.297513657
2/25/2020,0.293009791
2/26/2020,0.288505925
2/27/2020,0.28400206
2/28/2020,0.279498194
2/29/2020,0.274994328
3/1/2020,0.270490463
3/2/2020,0.265986597
3/3/2020,0.261482731
3/4/2020,0.256978866
3/5/2020,0.252475
3/6/2020,0.251637812
3/7/2020,0.250800625
3/8/2020,0.249963437
3/9/2020,0.24912625
3/10/2020,0.248289062
3/11/2020,0.247451875
3/12/2020,0.246614687
3/13/2020,0.2457775
3/14/2020,0.244940312
3/15/2020,0.244103125
3/16/2020,0.243265937
3/17/2020,0.24242875
3/18/2020,0.241591562
3/19/2020,0.240754375
3/20/2020,0.239917187
3/21/2020,0.23908
3/22/2020,0.249998929
3/23/2020,0.260917857
3/24/2020,0.271836786
3/25/2020,0.282755714
3/26/2020,0.293674643
3/27/2020,0.304593571
3/28/2020,0.3155125
3/29/2020,0.326431429
3/30/2020,0.337350357
3/31/2020,0.348269286
4/1/2020,0.359188214
4/2/2020,0.370107143
4/3/2020,0.381026071
4/4/2020,0.391945
4/5/2020,0.402863929
4/6/2020,0.413782857
4/7/2020,0.424701786
4/8/2020,0.435620714
4/9/2020,0.446539643
4/10/2020,0.457458571
4/11/2020,0.4683775
4/12/2020,0.479296429
4/13/2020,0.490215357
4/14/2020,0.501134286
4/15/2020,0.512053214
4/16/2020,0.522972143
4/17/2020,0.533891071
4/18/2020,0.54481
4/19/2020,0.555728929
4/20/2020,0.566647857
4/21/2020,0.577566786
4/22/2020,0.588485714
4/23/2020,0.573807685
4/24/2020,0.559129656
4/25/2020,0.544451627
4/26/2020,0.529773598
4/27/2020,0.515095569
4/28/2020,0.50041754
4/29/2020,0.48573951
4/30/2020,0.471061481
5/1/2020,0.456383452
5/2/2020,0.441705423
5/3/2020,0.427027394
5/4/2020,0.412349365
5/5/2020,0.397671336
5/6/2020,0.382993307
5/7/2020,0.368315277
5/8/2020,0.353637248
5/9/2020,0.350356837
5/10/2020,0.347076425
5/11/2020,0.343796013
5/12/2020,0.340515602
5/13/2020,0.33723519
5/14/2020,0.333954779
5/15/2020,0.330674367
5/16/2020,0.327393955
5/17/2020,0.324113544
5/18/2020,0.320833132
5/19/2020,0.31755272
5/20/2020,0.314272309
5/21/2020,0.310991897
5/22/2020,0.307711486
5/23/2020,0.304431074
5/24/2020,0.301150662
5/25/2020,0.302737464
5/26/2020,0.304324265
5/27/2020,0.305911066
5/28/2020,0.307497868
5/29/2020,0.309084669
5/30/2020,0.310671471
5/31/2020,0.312258272
6/1/2020,0.313845073
6/2/2020,0.315431875
6/3/2020,0.317018676
6/4/2020,0.318605477
6/5/2020,0.320192279
6/6/2020,0.32177908
6/7/2020,0.323365882
6/8/2020,0.324952683
6/9/2020,0.326539484
6/10/2020,0.32376752
6/11/2020,0.320995556
6/12/2020,0.318223592
6/13/2020,0.315451628
6/14/2020,0.312679664
6/15/2020,0.3099077
6/16/2020,0.307135736
6/17/2020,0.304363772
6/18/2020,0.301591808
6/19/2020,0.298819844
6/20/2020,0.29604788
6/21/2020,0.293275916
6/22/2020,0.290503952
6/23/2020,0.287731988
6/24/2020,0.284960024
6/25/2020,0.28218806
6/26/2020,0.285061233
6/27/2020,0.287934405
6/28/2020,0.290807578
6/29/2020,0.293680751
6/30/2020,0.296553924
7/1/2020,0.299427097
7/2/2020,0.30230027
7/3/2020,0.305173442
7/4/2020,0.308046615
7/5/2020,0.310919788
7/6/2020,0.313792961
7/7/2020,0.316666134
7/8/2020,0.319539307
7/9/2020,0.322412479
7/10/2020,0.325285652
7/11/2020,0.328158825
7/12/2020,0.322419033
7/13/2020,0.31667924
7/14/2020,0.310939448
7/15/2020,0.305199656
7/16/2020,0.299459863
7/17/2020,0.293720071
7/18/2020,0.287980278
7/19/2020,0.282240486
7/20/2020,0.276500694
7/21/2020,0.270760901
7/22/2020,0.265021109
7/23/2020,0.259281316
7/24/2020,0.253541524
7/25/2020,0.247801732
7/26/2020,0.242061939
7/27/2020,0.236322147
7/28/2020,0.252742419
7/29/2020,0.269162691
7/30/2020,0.285582962
7/31/2020,0.302003234
8/1/2020,0.318423506
8/2/2020,0.334843778
8/3/2020,0.35126405
8/4/2020,0.367684322
8/5/2020,0.384104594
8/6/2020,0.400524865
8/7/2020,0.416945137
8/8/2020,0.433365409
8/9/2020,0.449785681
8/10/2020,0.466205953
8/11/2020,0.482626225
8/12/2020,0.499046496
8/13/2020,0.487408496
8/14/2020,0.475770496
8/15/2020,0.464132496
8/16/2020,0.452494496
8/17/2020,0.440856496
8/18/2020,0.429218495
8/19/2020,0.417580495
8/20/2020,0.405942495
8/21/2020,0.394304495
8/22/2020,0.382666495
8/23/2020,0.371028495
8/24/2020,0.359390494
8/25/2020,0.347752494
8/26/2020,0.336114494
8/27/2020,0.324476494
8/28/2020,0.312838494
8/29/2020,0.317986535
8/30/2020,0.323134577
8/31/2020,0.328282618
9/1/2020,0.333430659
9/2/2020,0.338578701
9/3/2020,0.343726742
9/4/2020,0.348874784
9/5/2020,0.354022825
9/6/2020,0.359170866
9/7/2020,0.364318908
9/8/2020,0.369466949
9/9/2020,0.374614991
9/10/2020,0.379763032
9/11/2020,0.384911073
9/12/2020,0.390059115
9/13/2020,0.395207156
9/14/2020,0.395135744
9/15/2020,0.395064331
9/16/2020,0.394992918
9/17/2020,0.394921506
9/18/2020,0.394850093
9/19/2020,0.394778681
9/20/2020,0.394707268
9/21/2020,0.394635855
9/22/2020,0.394564443
9/23/2020,0.39449303
9/24/2020,0.394421618
9/25/2020,0.394350205
9/26/2020,0.394278792
9/27/2020,0.39420738
9/28/2020,0.394135967
9/29/2020,0.394064555
9/30/2020,0.397394787
10/1/2020,0.400725019
10/2/2020,0.404055251
10/3/2020,0.407385484
10/4/2020,0.410715716
10/5/2020,0.414045948
10/6/2020,0.417376181
10/7/2020,0.420706413
10/8/2020,0.424036645
10/9/2020,0.427366877
10/10/2020,0.43069711
10/11/2020,0.434027342
10/12/2020,0.437357574
10/13/2020,0.440687806
10/14/2020,0.444018039
10/15/2020,0.447348271
10/16/2020,0.446872767
10/17/2020,0.446397264
10/18/2020,0.44592176
10/19/2020,0.445446257
10/20/2020,0.444970753
10/21/2020,0.44449525
10/22/2020,0.444019746
10/23/2020,0.443544243
10/24/2020,0.443068739
10/25/2020,0.442593236
10/26/2020,0.442117732
10/27/2020,0.441642228
10/28/2020,0.441166725
10/29/2020,0.440691221
10/30/2020,0.440215718
10/31/2020,0.439740214
11/1/2020,0.433132951
11/2/2020,0.426525688
11/3/2020,0.419918424
11/4/2020,0.413311161
11/5/2020,0.406703897
11/6/2020,0.400096634
11/7/2020,0.393489371
11/8/2020,0.386882107
11/9/2020,0.380274844
11/10/2020,0.37366758
11/11/2020,0.367060317
11/12/2020,0.360453054
11/13/2020,0.35384579
11/14/2020,0.347238527
11/15/2020,0.340631263
11/16/2020,0.334024
11/17/2020,0.337861923
11/18/2020,0.341699846
11/19/2020,0.345537769
11/20/2020,0.349375692
11/21/2020,0.353213615
11/22/2020,0.357051538
11/23/2020,0.360889462
11/24/2020,0.364727385
11/25/2020,0.368565308
11/26/2020,0.372403231
11/27/2020,0.376241154
11/28/2020,0.380079077
11/29/2020,0.383917
11/30/2020,0.387754923
12/1/2020,0.391592846
12/2/2020,0.395430769
12/3/2020,0.391469871
12/4/2020,0.387508973
12/5/2020,0.383548075
12/6/2020,0.379587177
12/7/2020,0.375626279
12/8/2020,0.371665381
12/9/2020,0.367704483
12/10/2020,0.363743585
12/11/2020,0.359782687
12/12/2020,0.355821788
12/13/2020,0.35186089
12/14/2020,0.347899992
12/15/2020,0.343939094
12/16/2020,0.339978196
12/17/2020,0.336017298
12/18/2020,0.3320564
12/19/2020,0.331111911
12/20/2020,0.330167421
12/21/2020,0.329222932
12/22/2020,0.328278442
12/23/2020,0.327333953
12/24/2020,0.326389464
12/25/2020,0.325444974
12/26/2020,0.324500485
12/27/2020,0.323555995
12/28/2020,0.322611506
12/29/2020,0.321667017
12/30/2020,0.320722527
12/31/2020,0.319778038
,
